****                   ADMIXTURE Version 1.3.0                  ****
****                    Copyright 2008-2015                     ****
****           David Alexander, Suyash Shringarpure,            ****
****                John  Novembre, Ken Lange                   ****
****                                                            ****
****                 Please cite our paper!                     ****
****   Information at www.genetics.ucla.edu/software/admixture  ****

Cross-validation will be performed.  Folds=10.
Parallel execution requested.  Will use 20 threads.
Random seed: 43
Point estimation method: Block relaxation algorithm
Convergence acceleration algorithm: QuasiNewton, 3 secant conditions
Point estimation will terminate when objective function delta < 0.0001
Estimation of standard errors disabled; will compute point estimates only.
Size of G: 778x1726
Performing five EM steps to prime main algorithm
1 (EM) 	Elapsed: 0.863	Loglikelihood: -397742	(delta): 1.19143e+06
298 (QN/Block) 	Elapsed: 0.969	Loglikelihood: -252574	(delta): 0.181847
299 (QN/Block) 	Elapsed: 0.969	Loglikelihood: -252574	(delta): 0.181992
300 (QN/Block) 	Elapsed: 0.97	Loglikelihood: -252574	(delta): 0.236606
301 (QN/Block) 	Elapsed: 0.972	Loglikelihood: -252574	(delta): 0.169941
302 (QN/Block) 	Elapsed: 0.964	Loglikelihood: -252574	(delta): 0.0946863
303 (QN/Block) 	Elapsed: 0.971	Loglikelihood: -252573	(delta): 0.215034
304 (QN/Block) 	Elapsed: 0.973	Loglikelihood: -252573	(delta): 0.0654178
305 (QN/Block) 	Elapsed: 0.971	Loglikelihood: -252573	(delta): 0.0623569
306 (QN/Block) 	Elapsed: 0.972	Loglikelihood: -252573	(delta): 0.0567588
307 (QN/Block) 	Elapsed: 0.969	Loglikelihood: -252573	(delta): 0.0835188
308 (QN/Block) 	Elapsed: 0.968	Loglikelihood: -252573	(delta): 0.119052
309 (QN/Block) 	Elapsed: 0.969	Loglikelihood: -252573	(delta): 0.0851207
310 (QN/Block) 	Elapsed: 0.961	Loglikelihood: -252573	(delta): 0.119209
311 (QN/Block) 	Elapsed: 0.97	Loglikelihood: -252573	(delta): 0.123212
312 (QN/Block) 	Elapsed: 0.97	Loglikelihood: -252572	(delta): 0.185862
313 (QN/Block) 	Elapsed: 0.971	Loglikelihood: -252572	(delta): 0.156693
314 (QN/Block) 	Elapsed: 0.97	Loglikelihood: -252572	(delta): 0.100796
315 (QN/Block) 	Elapsed: 0.969	Loglikelihood: -252572	(delta): 0.0655337
316 (QN/Block) 	Elapsed: 0.971	Loglikelihood: -252572	(delta): 0.0730463
317 (QN/Block) 	Elapsed: 0.971	Loglikelihood: -252572	(delta): 0.0886616
318 (QN/Block) 	Elapsed: 0.975	Loglikelihood: -252572	(delta): 0.115006
319 (QN/Block) 	Elapsed: 0.97	Loglikelihood: -252572	(delta): 0.137475
320 (QN/Block) 	Elapsed: 0.968	Loglikelihood: -252572	(delta): 0.0972115
321 (QN/Block) 	Elapsed: 0.971	Loglikelihood: -252571	(delta): 0.0954347
322 (QN/Block) 	Elapsed: 0.972	Loglikelihood: -252571	(delta): 0.109439
323 (QN/Block) 	Elapsed: 0.97	Loglikelihood: -252571	(delta): 0.105303
324 (QN/Block) 	Elapsed: 0.97	Loglikelihood: -252571	(delta): 0.0792137
325 (QN/Block) 	Elapsed: 0.967	Loglikelihood: -252571	(delta): 0.0312815
326 (QN/Block) 	Elapsed: 0.961	Loglikelihood: -252571	(delta): 0.0920564
327 (QN/Block) 	Elapsed: 0.964	Loglikelihood: -252571	(delta): 0.15518
328 (QN/Block) 	Elapsed: 0.96	Loglikelihood: -252571	(delta): 0.122038
329 (QN/Block) 	Elapsed: 0.961	Loglikelihood: -252571	(delta): 0.0610239
330 (QN/Block) 	Elapsed: 0.97	Loglikelihood: -252571	(delta): 0.0332569
331 (QN/Block) 	Elapsed: 0.971	Loglikelihood: -252571	(delta): 0.0557832
332 (QN/Block) 	Elapsed: 0.972	Loglikelihood: -252571	(delta): 0.0397027
333 (QN/Block) 	Elapsed: 0.97	Loglikelihood: -252570	(delta): 0.255305
334 (QN/Block) 	Elapsed: 0.964	Loglikelihood: -252570	(delta): 0.10238
335 (QN/Block) 	Elapsed: 0.965	Loglikelihood: -252570	(delta): 0.142209
336 (QN/Block) 	Elapsed: 0.964	Loglikelihood: -252570	(delta): 0.0298827
337 (QN/Block) 	Elapsed: 0.973	Loglikelihood: -252570	(delta): 0.0252738
338 (QN/Block) 	Elapsed: 0.966	Loglikelihood: -252570	(delta): 0.0220199
339 (QN/Block) 	Elapsed: 0.961	Loglikelihood: -252570	(delta): 0.0447929
340 (QN/Block) 	Elapsed: 0.967	Loglikelihood: -252570	(delta): 0.0653274
341 (QN/Block) 	Elapsed: 0.967	Loglikelihood: -252570	(delta): 0.0648433
342 (QN/Block) 	Elapsed: 0.965	Loglikelihood: -252570	(delta): 0.0229637
343 (QN/Block) 	Elapsed: 0.962	Loglikelihood: -252570	(delta): 0.0366308
344 (QN/Block) 	Elapsed: 0.971	Loglikelihood: -252570	(delta): 0.0131387
345 (QN/Block) 	Elapsed: 0.965	Loglikelihood: -252570	(delta): 0.00940562
346 (QN/Block) 	Elapsed: 0.965	Loglikelihood: -252570	(delta): 0.00393576
347 (QN/Block) 	Elapsed: 0.964	Loglikelihood: -252570	(delta): 0.00283981
348 (QN/Block) 	Elapsed: 0.964	Loglikelihood: -252570	(delta): 0.00299246
349 (QN/Block) 	Elapsed: 0.969	Loglikelihood: -252570	(delta): 0.00175928
350 (QN/Block) 	Elapsed: 0.962	Loglikelihood: -252570	(delta): 0.00186845
351 (QN/Block) 	Elapsed: 0.963	Loglikelihood: -252570	(delta): 0.000748272
352 (QN/Block) 	Elapsed: 0.96	Loglikelihood: -252570	(delta): 0.000721951
353 (QN/Block) 	Elapsed: 0.959	Loglikelihood: -252570	(delta): 0.00201231
354 (QN/Block) 	Elapsed: 0.961	Loglikelihood: -252570	(delta): 0.00155707
355 (QN/Block) 	Elapsed: 0.964	Loglikelihood: -252570	(delta): 0.00305456
356 (QN/Block) 	Elapsed: 0.972	Loglikelihood: -252570	(delta): 0.000880083
357 (QN/Block) 	Elapsed: 0.961	Loglikelihood: -252570	(delta): 0.000180474
358 (QN/Block) 	Elapsed: 0.971	Loglikelihood: -252570	(delta): 5.31714e-05
Summary: 
Converged in 358 iterations (351.343 sec)
Loglikelihood: -252569.734672
Fst divergences between estimated populations: 
	Pop0	Pop1	Pop2	Pop3	Pop4	Pop5	Pop6	Pop7	Pop8	Pop9	Pop10	Pop11	Pop12	Pop13	Pop14	Pop15	Pop16	Pop17	Pop18	Pop19	
Pop0	
Pop1	0.130	
Pop2	0.487	0.490	
Pop3	0.116	0.141	0.493	
Pop4	0.482	0.486	0.107	0.489	
Pop5	0.118	0.135	0.497	0.122	0.496	
Pop6	0.478	0.480	0.108	0.485	0.104	0.489	
Pop7	0.122	0.129	0.476	0.119	0.471	0.121	0.466	
Pop8	0.116	0.131	0.497	0.130	0.495	0.120	0.490	0.126	
Pop9	0.129	0.119	0.483	0.111	0.481	0.135	0.475	0.119	0.125	
Pop10	0.116	0.124	0.502	0.114	0.500	0.108	0.495	0.128	0.120	0.120	
Pop11	0.114	0.110	0.495	0.114	0.492	0.119	0.488	0.114	0.125	0.119	0.105	
Pop12	0.477	0.482	0.119	0.482	0.129	0.491	0.137	0.466	0.492	0.472	0.492	0.486	
Pop13	0.500	0.501	0.117	0.505	0.128	0.509	0.132	0.485	0.510	0.495	0.516	0.509	0.132	
Pop14	0.493	0.497	0.118	0.497	0.119	0.504	0.128	0.479	0.503	0.490	0.509	0.503	0.144	0.147	
Pop15	0.121	0.135	0.493	0.119	0.488	0.122	0.485	0.121	0.124	0.136	0.118	0.105	0.482	0.505	0.499	
Pop16	0.117	0.130	0.494	0.117	0.488	0.114	0.482	0.121	0.124	0.128	0.113	0.111	0.483	0.505	0.500	0.119	
Pop17	0.112	0.134	0.502	0.116	0.498	0.124	0.494	0.114	0.116	0.131	0.124	0.124	0.491	0.514	0.506	0.145	0.131	
Pop18	0.128	0.141	0.513	0.127	0.508	0.113	0.505	0.137	0.121	0.135	0.111	0.119	0.503	0.528	0.519	0.130	0.114	0.128	
Pop19	0.130	0.159	0.512	0.122	0.506	0.134	0.505	0.139	0.134	0.140	0.128	0.136	0.501	0.525	0.517	0.145	0.123	0.130	0.142	
Pop20	0.158	0.178	0.510	0.153	0.507	0.169	0.505	0.165	0.163	0.162	0.165	0.168	0.505	0.525	0.516	0.168	0.167	0.168	0.175	0.184	
CV error (K=21): 0.19876
Writing output files.
